X	e1g_0	e2g_0	e3g_0	p1g_1	p2g_1	p3g_1
ADAM12	23	14	56	0	1	1
ADAM15	202	40	109	518	343	250
ADAM17	259	28	53	491	258	182
ADAM18	0	0	0	0	0	0
ADAM19	122	7	39	49	67	67
ADAM2	0	0	0	0	0	0
ADAM20	0	0	0	0	0	0
ADAM21	0	0	0	1	1	0
ADAM22	0	0	0	3	1	0
ADAM23	0	0	0	0	0	0
ADAM28	1	1	3	0	0	0
ADAM29	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0
ADAM32	3	0	0	0	0	0
ADAM33	27	45	53	26	22	16
ADAM7	0	0	1	0	0	0
ADAM8	91	4	4	128	50	35
ADAM9	349	37	79	405	339	321
ADAMDEC1	0	0	3	1	0	0
ADAMTS1	117	35	67	596	499	589
ADAMTS10	88	71	68	115	55	34
ADAMTS12	0	0	0	0	0	0
ADAMTS13	0	0	0	0	0	0
ADAMTS14	121	7	9	134	117	89
ADAMTS15	0	0	0	0	0	1
ADAMTS16	0	0	0	0	0	0
ADAMTS17	0	0	0	2	0	0
ADAMTS18	0	0	0	0	0	0
ADAMTS19	0	0	0	0	1	0
ADAMTS2	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0	0
ADAMTS3	0	0	0	0	0	0
ADAMTS4	49	3	4	88	34	24
ADAMTS5	3	0	0	8	6	2
ADAMTS6	27	10	26	16	17	18
ADAMTS7	54	12	28	131	33	31
ADAMTS8	6	3	3	3	3	1
ADAMTS9	17	0	0	76	25	11
ADAMTSL1	15	27	80	8	17	36
ADAMTSL2	0	0	0	0	0	0
ADAMTSL3	47	19	21	151	116	149
ADAMTSL4	70	5	11	42	40	39
ADAMTSL5	48	34	32	135	90	67
ADAP1	0	1	0	2	0	1
ADAP2	0	0	0	0	0	0
ADAR	128	30	86	384	318	233
ADARB1	102	11	38	218	109	69
ADARB2	0	0	0	0	0	0
ADAT1	14	0	1	37	28	19
ADAT2	12	0	2	22	18	8
ADAT3	15	8	9	50	43	21
ADCK1	38	9	6	59	31	24
ADCK2	24	1	12	26	23	15
ADCK5	30	6	19	84	56	37
ADCY1	0	0	0	0	0	0
ADCY10	5	1	2	3	1	3
ADCY2	0	0	0	0	0	0
ADCY3	68	8	6	123	70	60
ADCY4	0	0	0	0	0	0
ADCY5	1	0	0	0	1	0
ADCY6	141	25	39	336	197	142
ADCY7	112	22	44	115	89	72
ADCY8	0	0	0	0	0	0
ADCY9	8	2	4	16	11	9
ADCYAP1	0	0	0	0	0	0
ADCYAP1R1	0	0	1	0	0	0
ADD1	565	108	211	743	485	402
ADD2	18	1	5	0	0	0
ADD3	50	3	16	136	55	25
ADGB	0	0	0	0	0	0
ADGRA1	0	1	0	0	0	0
ADGRA2	93	55	90	49	39	51
ADGRA3	113	11	14	123	100	61
ADGRB1	0	0	0	0	0	0
ADGRB2	9	0	6	20	14	18
ADGRB3	0	0	0	0	0	0
ADGRD1	0	0	0	1	1	1
ADGRE1	0	0	0	0	0	0
ADGRE5	21	4	13	19	10	9
ADGRF1	0	0	0	0	0	0
ADGRF2	0	0	0	0	0	0
ADGRF3	0	0	0	0	0	0
ADGRF4	0	0	0	1	0	0
ADGRF5	38	0	2	113	33	16
ADGRG1	138	23	79	47	46	129
ADGRG2	0	0	0	0	0	0
ADGRG3	233	49	70	81	106	179
ADGRG4	0	0	0	0	0	0
ADGRG5	0	1	2	0	0	0
ADGRG6	107	10	12	265	162	116
ADGRG7	0	0	0	0	0	0
ADGRL1	187	76	142	322	205	200
ADGRL2	264	32	80	573	369	335
ADGRL3	1	0	0	3	2	2
ADGRL4	12	11	23	7	15	10
ADGRV1	0	0	0	1	1	2
ADH4	0	0	0	0	0	0
ADH5	176	18	19	227	208	175
ADH7	31	0	3	39	64	36
ADHFE1	22	7	10	36	20	11
ADI1	38	8	17	64	46	35
ADIG	0	0	0	1	0	0
ADIPOQ	0	0	0	0	0	0
ADIPOR1	548	131	215	727	482	385
ADIPOR2	390	98	214	470	342	300
ADK	93	7	18	121	122	69
ADM	5	13	46	17	16	15
ADM2	0	0	0	0	0	0
ADNP	33	8	18	6	84	85
ADNP2	119	15	21	140	105	69
ADO	132	14	29	214	143	105
ADORA1	40	1	7	15	11	18
ADORA2A	0	0	0	0	0	0
ADORA2B	3	1	2	5	1	2
ADORA3	0	0	0	0	0	0
ADPGK	108	17	29	172	166	111
ADPRH	103	14	11	107	77	56
ADPRHL1	0	0	0	0	0	0
ADPRHL2	60	17	23	115	80	69
ADPRM	28	6	3	64	33	26
ADRA1A	1	1	0	0	0	0
ADRA1B	2	0	1	4	1	2
ADRA1D	0	0	0	0	0	0
ADRA2A	0	0	0	0	1	0
ADRA2B	0	0	0	0	0	0
ADRA2C	0	0	0	0	0	0
ADRB1	0	0	0	0	0	0
ADRB2	6	0	3	1	9	8
ADRB3	0	0	0	0	0	0
ADRM1	295	67	162	399	343	381
ADSL	156	26	25	132	128	114
ADSS	625	83	156	544	525	380
ADSSL1	109	28	67	136	58	56
ADTRP	0	0	0	0	0	0
AEBP1	28	11	14	192	64	90
AEBP2	161	28	65	253	216	190
AEN	30	10	31	110	112	136
AES	1024	247	461	1325	992	790
AFAP1	241	29	79	526	325	296
AFAP1L1	0	0	0	0	0	1
AFAP1L2	6	0	0	47	16	14
AFDN	483	43	94	686	478	308
AFF1	148	17	45	348	294	238
AFF2	0	0	0	0	0	0
AFF3	0	0	0	2	2	3
AFF4	345	46	94	1041	724	571
AFG3L2	121	25	41	181	134	142
AFM	0	0	0	0	0	0
AFMID	44	6	17	40	27	10
AFP	10	0	1	7	9	7
AFTPH	142	30	55	242	233	191
AGA	60	12	14	98	74	71
AGAP1	118	21	56	341	366	289
AGAP2	2	0	0	1	1	3
AGAP3	248	52	72	424	271	270
AGBL1	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0
AGBL3	6	0	1	5	6	2
AGBL4	0	0	0	0	0	0
AGBL5	61	10	26	103	54	38
AGER	1	1	1	8	1	1
AGFG1	289	51	146	559	410	350
AGFG2	86	24	38	100	79	84
AGGF1	94	7	12	151	80	75
AGK	18	1	6	45	57	32
AGL	48	6	9	75	42	32
AGMAT	0	0	0	0	0	0
AGMO	0	0	0	0	0	0
AGO1	115	10	17	245	121	65
AGO2	598	51	117	1674	1200	918
AGO3	56	2	11	158	123	88
AGO4	5	3	0	5	1	1
AGPAT1	206	38	65	375	297	201
AGPAT2	80	11	27	127	70	59
AGPAT3	163	19	37	262	149	142
AGPAT4	89	24	45	89	76	50
AGPAT5	56	8	10	87	74	54
AGPS	172	19	42	217	142	140
AGR2	0	0	0	0	0	0
AGR3	0	0	0	0	0	0
AGRN	849	119	134	3382	1832	1156
AGRP	0	0	0	1	0	1
AGT	0	0	0	1	1	1
AGTPBP1	37	6	9	32	43	26
AGTR2	0	0	0	0	0	0
AGTRAP	52	8	12	93	61	50
AGXT	1	1	0	3	0	1
AGXT2	0	0	0	0	0	0
AHCTF1	298	22	56	459	429	317
AHCY	33	39	22	44	42	41
AHCYL1	464	113	225	642	532	492
AHCYL2	69	12	31	204	119	79
AHDC1	193	20	33	438	227	180
AHI1	24	0	3	36	29	23
AHNAK	2353	339	1021	5015	3127	2528
AHNAK2	429	44	68	1940	1086	902
AHR	65	4	8	533	150	117
AHRR	2	0	0	0	0	0
AHSA1	282	82	123	347	315	343
AHSA2	156	54	58	250	185	136
AHSG	0	0	0	0	0	0
AICDA	0	0	0	0	0	0
AIDA	248	31	48	303	215	133
AIF1	0	0	0	1	0	0
AIF1L	32	2	5	33	36	14
AIFM1	121	38	63	139	115	101
AIFM2	57	19	7	104	60	36
AIFM3	5	0	0	5	2	5
AIG1	80	16	25	156	93	81
AIM1	192	15	28	233	237	203
AIM1L	6	1	1	16	13	7
AIM2	3	0	0	4	4	0
AIMP1	144	11	14	221	210	118
AIMP2	76	17	30	104	103	101
AIP	178	22	49	309	184	149
AIPL1	9	0	2	1	7	2
AIRE	0	0	0	2	0	0
AJAP1	0	0	0	0	0	0
AJUBA	110	12	21	161	174	155
AK1	13	1	15	32	15	15
AK2	332	26	39	357	287	175
AK3	90	12	19	192	185	139
AK4	57	6	27	58	59	54
AK5	3	0	0	38	15	6
AK6	238	31	57	247	232	211
AK7	0	0	0	0	1	0
AK8	0	0	0	0	0	0
AK9	0	0	0	0	0	0
AKAIN1	0	0	0	0	0	0
AKAP1	73	25	25	198	220	169
AKAP10	88	8	20	148	100	85
AKAP11	140	15	31	221	102	83
AKAP12	92	4	8	26	19	11
AKAP13	65	17	48	220	127	100
AKAP14	0	0	0	0	0	0
AKAP2	314	32	47	407	373	364
AKAP3	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0
AKAP5	0	0	1	3	0	3
AKAP6	9	5	29	8	12	19
AKAP7	26	0	1	20	24	19
AKAP8	241	18	37	414	311	215
AKAP8L	191	60	86	567	363	295
AKAP9	127	14	30	353	235	180
AKIP1	2	1	0	2	2	2
AKIRIN1	105	23	67	145	89	126
AKIRIN2	120	37	65	191	134	145
AKNA	11	2	1	29	45	35
AKNAD1	0	0	0	3	0	0
AKR1A1	930	212	376	1132	977	863
AKR1B10	86	116	68	219	120	144
AKR1D1	0	0	0	0	0	0
AKT1	1051	244	562	1228	751	641
AKT1S1	125	33	44	216	164	118
AKT2	282	45	86	488	332	262
AKT3	149	40	79	332	266	150
AKTIP	49	12	19	95	67	48
ALAD	119	20	17	135	129	103
ALAS1	76	14	27	119	89	56
ALAS2	0	0	1	1	0	0
ALB	0	0	0	0	0	0
ALCAM	85	40	129	93	83	103
ALDH16A1	67	6	23	69	45	41
ALDH18A1	324	45	61	331	466	324
ALDH1A1	0	0	0	0	0	0
ALDH1A2	0	0	0	0	0	0
ALDH1A3	0	5	12	0	1	0
ALDH1B1	4	0	1	3	4	1
ALDH1L1	0	0	0	0	0	0
ALDH1L2	33	1	7	41	109	77
ALDH2	1106	90	107	1324	874	648
ALDH3A1	77	16	8	149	40	29
ALDH3A2	169	8	19	486	235	185
ALDH3B1	61	9	6	93	43	29
ALDH3B2	0	0	0	0	0	0
ALDH4A1	14	1	1	25	6	6
ALDH5A1	25	2	4	26	10	10
ALDH6A1	43	14	8	105	54	44
ALDH7A1	132	30	58	96	56	59
ALDH8A1	0	0	0	1	0	1
ALDH9A1	207	18	25	264	121	95
ALDOA	5678	1413	2711	6307	4252	2996
ALDOB	0	0	0	0	0	0
ALDOC	298	36	42	259	117	113
ALG1	34	7	16	72	49	50
ALG10B	76	4	9	155	98	69
ALG11	21	4	5	47	41	26
ALG12	18	1	2	18	24	21
ALG13	30	7	30	42	38	32
ALG14	24	4	5	37	31	18
ALG2	41	2	7	110	79	60
ALG3	19	9	5	32	36	25
ALG5	47	10	21	46	35	49
ALG6	15	2	3	22	18	9
ALG8	20	0	10	16	35	12
ALG9	40	11	15	77	54	41
ALK	0	0	0	1	0	0
ALKBH1	39	11	16	79	109	93
ALKBH2	23	4	1	35	29	19
ALKBH3	57	15	17	92	70	82
ALKBH4	10	2	4	22	8	15
ALKBH5	347	30	80	578	374	269
ALKBH6	31	11	15	62	54	39
ALKBH7	16	3	3	28	20	12
ALKBH8	32	5	6	47	54	39
ALLC	0	0	0	0	0	0
ALMS1	48	2	6	83	68	34
ALOX12	0	0	0	0	0	0
ALOX12B	0	0	0	0	0	0
ALOX15	0	0	0	1	0	1
ALOX5	0	0	1	0	0	0
ALOX5AP	0	0	0	0	1	0
ALOXE3	1	0	0	6	2	3
ALPI	0	0	0	0	0	0
ALPK1	39	6	9	123	78	47
ALPK2	0	0	0	0	0	0
ALPK3	0	0	0	0	0	2
ALPL	71	5	2	10	21	17
ALPPL2	0	0	0	0	0	0
ALS2	106	9	18	130	95	95
ALS2CL	379	18	34	493	221	147
ALS2CR11	0	0	0	0	0	0
ALS2CR12	0	0	0	0	0	0
ALX1	0	0	0	0	0	0
ALX3	0	0	0	0	0	0
ALX4	1	0	0	0	0	0
ALYREF	277	69	153	275	267	273
AMACR	12	1	8	21	12	9
AMBN	0	0	0	0	0	0
AMBP	0	0	0	0	0	0
AMBRA1	120	23	61	225	170	154
AMD1	150	24	45	232	270	242
AMDHD1	7	0	1	0	4	2
AMDHD2	20	13	31	9	5	13
AMELX	0	0	0	0	0	0
AMER1	15	3	17	61	44	31
AMER2	0	0	0	0	0	0
AMER3	0	0	0	0	0	0
AMFR	291	83	160	552	411	458
AMH	0	1	1	2	2	2
AMHR2	0	0	0	2	0	0
AMIGO1	7	4	4	36	30	21
AMIGO2	72	6	3	229	122	65
AMIGO3	8	2	0	26	10	11
AMMECR1	29	5	6	23	19	19
AMMECR1L	61	12	39	111	127	112
AMN	0	0	0	0	0	1
AMN1	20	4	7	51	38	32
AMOT	23	0	2	69	62	34
AMOTL1	742	46	74	1013	736	518
AMOTL2	208	20	28	288	299	343
AMPD1	0	0	0	0	2	2
AMPD2	136	17	31	242	186	116
AMPD3	148	17	34	468	288	197
AMPH	22	6	15	5	5	10
AMT	10	0	6	32	26	19
AMTN	0	1	0	0	0	0
AMZ1	7	1	3	4	8	4
AMZ2	109	16	27	138	141	76
ANAPC1	503	42	72	655	522	345
ANAPC10	22	0	9	27	27	30
ANAPC11	140	31	47	219	188	150
ANAPC13	47	12	23	39	36	41
ANAPC15	45	18	28	33	31	26
ANAPC16	65	13	17	121	112	88
ANAPC2	364	54	122	556	320	257
ANAPC4	141	21	43	188	118	83
ANAPC5	860	169	287	919	799	612
ANAPC7	129	12	19	165	146	131
ANG	2	0	0	12	3	1
ANGEL1	17	4	14	27	25	14
ANGEL2	99	7	16	137	78	78
ANGPT1	5	3	0	186	61	43
ANGPT2	14	0	0	8	2	0
ANGPT4	1	0	0	1	0	0
ANGPTL1	0	0	0	0	0	0
ANGPTL2	1139	130	208	2065	1490	1192
ANGPTL3	0	0	0	0	0	0
ANGPTL4	0	0	0	5	0	0
ANGPTL6	6	1	0	46	168	96
ANGPTL7	0	0	0	11	1	0
ANGPTL8	1	0	0	1	2	3
ANK1	4	1	5	5	13	9
ANK2	7	3	3	17	20	15
ANK3	45	15	32	27	30	21
ANKAR	0	0	0	0	0	0
ANKDD1A	1	3	0	0	0	0
ANKDD1B	3	0	3	6	3	1
ANKEF1	0	0	0	0	0	1
ANKFY1	337	38	98	542	463	338
ANKHD1	215	29	49	338	307	266
ANKIB1	104	26	58	202	169	142
ANKK1	0	0	0	0	0	0
ANKLE1	40	10	16	9	17	10
ANKLE2	103	16	31	180	163	94
ANKMY1	0	0	0	0	0	0
ANKMY2	56	10	21	95	62	58
ANKRA2	30	4	13	81	63	57
ANKRD1	169	14	14	282	128	209
ANKRD10	176	27	41	272	249	193
ANKRD11	443	81	168	1043	914	803
ANKRD12	38	6	21	153	140	98
ANKRD13A	146	39	76	200	160	142
ANKRD13B	138	20	41	230	211	170
ANKRD13C	102	14	44	157	128	92
ANKRD13D	14	7	5	41	25	14
ANKRD16	37	4	8	94	85	80
ANKRD17	437	82	250	760	629	553
ANKRD2	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0
ANKRD23	0	1	1	31	15	19
ANKRD24	34	5	9	56	42	29
ANKRD26	33	2	6	53	51	35
ANKRD27	98	9	22	163	110	99
ANKRD28	417	68	193	753	581	467
ANKRD29	4	1	1	0	4	6
ANKRD31	0	0	0	0	0	0
ANKRD33	0	0	0	0	0	0
ANKRD33B	64	1	3	28	32	20
ANKRD34A	11	5	18	7	5	3
ANKRD34B	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0
ANKRD35	0	0	1	0	1	1
ANKRD36	0	0	0	0	0	0
ANKRD37	12	2	3	5	1	2
ANKRD39	12	4	2	46	30	23
ANKRD40	163	32	54	331	203	179
ANKRD42	3	1	2	16	15	2
ANKRD44	12	6	18	20	10	12
ANKRD45	0	0	0	0	0	0
ANKRD46	128	19	32	262	153	128
ANKRD49	34	8	10	34	27	18
ANKRD50	203	38	80	204	141	128
ANKRD52	196	38	146	418	352	251
ANKRD53	0	0	0	2	2	2
ANKRD54	125	12	21	156	151	105
ANKRD55	3	0	0	9	4	8
ANKRD6	10	0	4	7	12	6
ANKRD60	0	0	0	0	0	0
ANKRD61	1	0	0	4	5	0
ANKRD63	1	0	0	0	2	1
ANKRD65	0	0	0	0	0	0
ANKRD66	3	0	1	0	2	0
ANKRD7	0	0	0	0	0	0
ANKRD9	31	3	8	40	20	20
ANKS1B	4	7	14	0	0	1
ANKS3	31	9	11	62	65	50
ANKS4B	0	0	0	0	1	0
ANKS6	1	1	3	2	0	1
ANKUB1	0	0	0	0	0	0
ANKZF1	91	36	40	158	114	89
ANLN	1275	90	248	839	893	534
ANO1	132	24	79	73	55	53
ANO10	76	13	13	181	97	72
ANO2	0	0	0	0	0	0
ANO3	0	0	0	0	0	0
ANO4	0	0	1	0	0	0
ANO5	0	0	0	0	0	0
ANO6	444	54	93	1137	686	500
ANO7	0	0	2	0	0	0
ANO8	121	30	40	149	69	40
ANO9	12	0	0	17	12	2
ANP32A	520	136	388	450	446	416
ANP32B	1044	209	265	962	1036	873
ANP32E	436	64	167	324	352	290
ANPEP	0	0	0	2	0	0
ANTXR1	78	6	7	275	166	137
ANTXR2	161	36	78	253	195	135
ANTXRL	0	0	0	0	0	0
ANXA1	1034	173	282	1509	925	715
ANXA10	0	0	0	0	0	0
ANXA11	404	41	65	593	366	274
ANXA13	0	0	0	0	0	0
ANXA2	3017	777	1641	1935	1718	1516
ANXA3	525	49	43	634	479	417
ANXA4	228	33	64	500	329	218
ANXA5	1767	293	392	1442	950	838
ANXA6	335	50	83	343	197	202
ANXA7	439	54	91	760	468	326
ANXA8	5	10	3	55	15	15
ANXA9	4	1	2	10	5	8
AOAH	0	0	0	0	0	0
AOC1	0	0	0	0	0	0
AOC2	7	3	5	35	67	33
AOC3	1	0	1	2	1	4
AOX1	66	10	13	184	52	56
AP1AR	91	8	24	147	130	123
AP1B1	242	51	83	468	252	215
AP1G1	197	45	111	371	290	245
AP1G2	73	7	14	143	99	66
AP1M1	161	31	76	155	132	100
AP1M2	0	0	0	0	0	0
AP1S1	290	103	188	271	225	155
AP1S2	60	35	46	145	81	61
AP1S3	46	6	3	67	72	57
AP2A1	410	85	158	547	440	364
AP2A2	225	70	121	286	231	173
AP2B1	537	83	205	991	659	435
AP2M1	593	161	288	794	662	595
AP2S1	205	64	115	221	169	137
AP3B1	176	23	65	372	238	186
AP3B2	0	0	0	0	0	0
AP3D1	282	65	153	401	312	259
AP3M1	148	22	53	223	196	152
AP3M2	31	2	6	31	32	37
AP3S1	63	36	75	166	89	132
AP3S2	83	15	28	140	97	80
AP4B1	35	8	12	63	37	35
AP4E1	36	2	5	79	54	45
AP4M1	57	7	28	142	117	103
AP4S1	7	1	1	13	13	9
AP5B1	7	1	0	13	10	11
AP5M1	16	1	8	61	37	32
AP5S1	26	5	5	25	22	14
AP5Z1	22	7	21	55	38	44
APAF1	52	5	6	70	51	23
APBA1	0	0	1	1	3	2
APBA2	0	0	0	0	0	0
APBA3	118	27	31	212	146	86
APBB1	63	11	23	120	48	42
APBB1IP	275	11	25	245	156	105
APBB2	122	26	51	181	130	112
APC	106	15	28	228	139	141
APC2	6	0	0	16	6	6
APCDD1	60	2	3	39	14	14
APCS	0	0	0	0	0	0
APEH	213	42	49	474	287	190
APELA	0	0	0	0	0	0
APEX1	247	16	35	194	243	197
APEX2	20	4	17	37	25	30
APH1A	193	47	89	240	171	164
APH1B	26	7	14	57	33	35
API5	245	29	88	424	379	328
APIP	27	3	4	20	17	28
APLF	28	5	2	51	35	21
APLN	63	17	26	53	33	24
APLNR	0	0	0	2	2	1
APLP1	15	32	40	44	46	59
APLP2	770	146	248	1618	1086	988
APMAP	36	14	13	60	63	61
APOA1	0	0	0	0	0	0
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0	0	0
APOA5	0	0	0	0	0	0
APOB	0	0	0	0	0	0
APOBEC1	15	1	4	11	5	5
APOBEC2	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0
APOBR	158	16	19	207	106	69
APOC1	0	0	0	0	0	0
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOD	0	0	0	0	0	0
APOE	4	2	2	23	30	22
APOF	0	0	0	1	0	0
APOH	0	0	0	0	0	0
APOL6	0	0	0	14	4	5
APOLD1	1	0	1	1	5	6
APOM	0	0	0	0	0	0
APOO	0	4	16	11	14	0
APOOL	26	3	8	31	23	32
APOPT1	84	8	17	110	88	56
APP	750	156	334	2097	1528	1253
APPBP2	139	23	50	260	224	184
APPL1	115	24	76	192	171	158
APPL2	65	11	16	182	90	60
APRT	457	65	93	515	486	308
APTX	29	7	6	38	41	37
AQP1	489	37	93	350	170	146
AQP11	14	3	1	9	2	7
AQP2	0	0	0	0	0	0
AQP3	7	0	0	12	5	1
AQP4	0	0	0	0	0	0
AQP5	8	0	5	34	15	22
AQP6	0	0	0	0	0	0
AQP7	0	0	0	1	0	0
AQP8	0	0	0	0	0	0
AQP9	0	0	0	0	0	0
AQR	163	21	42	206	155	141
AR	0	0	0	0	0	0
ARAF	140	69	104	336	188	169
ARAP1	104	34	55	100	69	69
ARAP2	6	0	2	27	47	18
ARAP3	28	1	13	2	4	3
ARC	3	0	0	2	4	2
ARCN1	344	50	101	429	308	271
AREG	52	9	9	114	53	58
AREL1	84	18	54	226	137	118
ARF1	1306	440	871	1464	1119	1080
ARF3	435	52	110	669	433	355
ARF4	658	100	222	679	539	531
ARF5	294	129	252	313	227	209
ARF6	955	350	927	1253	1258	1221
ARFGAP1	111	33	66	201	129	118
ARFGAP2	150	32	73	247	196	154
ARFGAP3	86	19	58	168	84	74
ARFGEF1	257	51	168	541	381	364
ARFGEF2	102	10	39	213	145	119
ARFGEF3	2	0	0	5	5	3
ARFIP1	82	15	28	151	107	96
ARFIP2	118	48	111	225	174	156
ARFRP1	83	28	30	125	112	91
ARG1	3	2	1	0	0	1
ARG2	2	0	0	21	0	3
ARGLU1	156	58	95	384	340	219
ARHGAP1	162	28	40	277	146	127
ARHGAP10	109	15	34	113	119	94
ARHGAP11A	319	36	83	157	181	173
ARHGAP12	63	13	36	162	147	115
ARHGAP15	0	0	0	0	0	0
ARHGAP17	106	18	48	152	99	109
ARHGAP18	245	11	17	257	158	97
ARHGAP19	132	3	12	50	67	37
ARHGAP20	1	1	3	3	1	0
ARHGAP21	283	36	64	456	345	320
ARHGAP22	322	61	142	411	246	167
ARHGAP23	142	32	56	235	111	155
ARHGAP24	6	7	16	3	4	10
ARHGAP25	0	0	0	0	0	0
ARHGAP26	36	1	3	139	70	34
ARHGAP27	107	5	9	195	177	102
ARHGAP28	32	2	5	97	51	52
ARHGAP29	31	10	17	18	30	31
ARHGAP30	0	0	0	0	0	0
ARHGAP31	34	4	10	29	15	23
ARHGAP32	81	10	36	152	100	75
ARHGAP33	19	13	25	15	27	15
ARHGAP35	283	53	109	432	315	278
ARHGAP36	0	0	0	0	0	0
ARHGAP39	41	16	16	124	97	78
ARHGAP4	1	1	0	7	8	9
ARHGAP40	1	0	0	0	0	0
ARHGAP42	33	3	14	79	64	40
ARHGAP44	5	0	3	24	26	18
ARHGAP5	128	30	150	224	185	171
ARHGAP6	31	2	3	52	23	11
ARHGAP8	22	0	5	22	9	2
ARHGAP9	1	0	1	2	1	0
ARHGDIA	2273	526	1179	2417	1838	1775
ARHGDIB	109	2	3	161	81	67
ARHGDIG	31	1	2	27	25	11
ARHGEF1	425	53	113	405	249	196
ARHGEF10	6	3	9	1	5	1
ARHGEF10L	147	17	26	267	182	138
ARHGEF11	94	27	93	148	106	69
ARHGEF12	235	31	105	630	399	302
ARHGEF15	3	1	2	7	2	2
ARHGEF16	26	0	1	42	25	20
ARHGEF17	263	32	91	679	283	229
ARHGEF18	51	9	17	129	99	87
ARHGEF19	33	8	10	109	35	21
ARHGEF2	411	94	170	780	773	569
ARHGEF25	93	28	30	216	99	84
ARHGEF26	2	0	0	0	0	0
ARHGEF28	72	9	10	114	102	73
ARHGEF3	53	5	14	101	67	61
ARHGEF33	0	0	0	0	0	0
ARHGEF37	1	0	0	0	1	0
ARHGEF38	0	0	0	0	0	0
ARHGEF39	66	7	15	45	41	20
ARHGEF4	17	0	2	34	23	23
ARHGEF40	792	123	197	618	393	260
ARHGEF5	168	26	59	248	177	122
ARHGEF6	13	9	25	6	14	23
ARHGEF7	285	16	35	276	196	143
ARHGEF9	2	0	1	1	1	1
ARID1A	358	76	204	514	419	319
ARID1B	113	11	41	279	154	172
ARID2	123	17	55	299	190	172
ARID3A	1	1	2	5	0	0
ARID3B	2	1	0	3	1	3
ARID3C	0	0	0	0	0	0
ARID4A	57	6	27	128	104	77
ARID4B	67	13	48	221	160	137
ARID5A	87	18	25	241	145	130
ARID5B	76	5	18	352	141	112
ARIH1	224	53	122	413	307	284
ARIH2	163	39	73	342	216	185
ARL1	182	30	41	347	256	177
ARL10	15	3	8	45	34	30
ARL11	2	1	1	3	0	0
ARL13A	0	0	0	1	0	0
ARL13B	30	4	19	70	52	45
ARL14	1	0	0	0	0	0
ARL14EP	78	10	10	141	186	117
ARL14EPL	1	0	0	0	0	0
ARL15	19	4	7	64	40	27
ARL16	27	6	11	51	29	25
ARL2	137	32	34	213	149	108
ARL2BP	106	23	25	186	174	136
ARL3	96	28	38	115	78	83
ARL4A	61	40	112	69	79	103
ARL4C	951	110	326	830	503	468
ARL4D	7	0	2	41	13	14
ARL5A	155	22	37	194	166	133
ARL5B	27	4	7	92	74	62
ARL5C	1	3	3	6	6	1
ARL6	22	0	3	40	32	13
ARL6IP1	468	57	125	512	410	309
ARL6IP4	51	15	24	68	43	32
ARL6IP5	232	34	48	531	294	249
ARL6IP6	88	10	17	97	74	59
ARL8A	165	39	59	418	270	246
ARL8B	173	59	99	253	169	201
ARL9	0	0	0	0	0	1
ARMC1	67	14	34	83	67	60
ARMC10	79	1	8	129	86	63
ARMC12	0	0	0	0	0	0
ARMC2	3	0	0	2	1	0
ARMC3	0	0	0	1	0	1
ARMC4	0	0	0	0	0	0
ARMC5	57	20	55	77	38	37
ARMC6	22	3	5	28	29	24
ARMC7	5	3	6	12	20	19
ARMC8	67	12	17	133	103	87
ARMC9	31	8	14	56	48	43
ARMCX1	7	4	7	4	0	8
ARMCX2	108	73	151	26	38	43
ARMCX3	54	68	138	33	50	78
ARMCX4	47	19	53	29	30	37
ARMCX5	6	1	5	33	14	7
ARMCX6	2	6	6	1	1	3
ARMT1	68	2	10	78	39	44
ARNT	160	12	28	324	192	151
ARNT2	9	1	2	12	5	10
ARNTL	29	8	20	34	42	43
ARNTL2	20	4	5	85	31	16
ARPC1A	266	97	172	283	195	172
ARPC1B	2344	519	1008	1984	1374	1058
ARPC2	1231	586	1331	1043	818	826
ARPC3	313	40	92	401	293	231
ARPC4	244	52	94	300	202	181
ARPC5	364	69	136	523	420	347
ARPC5L	103	26	42	138	207	178
ARPIN	95	14	20	119	105	60
ARPP19	146	45	70	219	232	220
ARPP21	0	0	0	0	0	0
ARR3	1	3	1	1	1	0
ARRB1	56	21	57	24	22	22
ARRB2	58	10	9	64	60	32
ARRDC1	139	38	56	173	124	83
ARRDC2	35	4	8	34	36	23
ARRDC3	79	16	57	181	89	67
ARRDC4	39	4	3	70	113	79
ARRDC5	0	0	0	0	0	0
ARSA	225	20	36	393	168	137
ARSB	144	32	51	146	122	107
ARSG	1	1	0	6	12	6
ARSI	0	0	0	0	0	0
ARSJ	5	8	17	4	3	6
ARSK	5	0	6	17	18	18
ART1	0	0	0	0	0	0
ART3	0	0	0	0	0	1
ART4	0	0	0	0	0	0
ART5	0	0	0	0	0	0
ARTN	16	4	2	15	37	44
ARV1	8	1	1	31	13	26
ARVCF	45	17	33	101	67	45
ARX	1	1	7	0	3	5
